OmicsProcessing	OmicsProcessing_gold_sequencing_project_identifierss	OmicsProcessing_has_input_rdf_types	OmicsProcessing_has_inputs	OmicsProcessing_has_output_rdf_types	OmicsProcessing_has_outputs	OmicsProcessing_instrument_name	OmicsProcessing_ncbi_project_name	OmicsProcessing_omics_type_rdf_types	OmicsProcessing_omics_type_terms	OmicsProcessing_omics_type_has_raw_values	OmicsProcessing_part_of_rdf_types	OmicsProcessing_part_ofs	OmicsProcessing_processing_institution	OmicsProcessing_type	OmicsProcessing_name
nmdc:omprc-11-tndfsn50		nmdc:ProcessedSample	nmdc:procsm-11-psj92x82	nmdc:DataObject	nmdc:dobj-11-k5s74n85|nmdc:dobj-11-vwn6wz47	Illumina HiSeq	PRJNA406974	nmdc:ControlledTermValue		metagenome	nmdc:Study	nmdc:sty-11-34xj1150	ANL	nmdc:OmicsProcessing	Terrestrial soil microbial communities - OSBS_002-M-20140314-COMP-DNA1
nmdc:omprc-11-tp5q4f47		nmdc:ProcessedSample	nmdc:procsm-11-asnwa681	nmdc:DataObject	nmdc:dobj-11-1k34ts03|nmdc:dobj-11-ghdygg63	Illumina NextSeq550	PRJNA406974	nmdc:ControlledTermValue		metagenome	nmdc:Study	nmdc:sty-11-34xj1150	Battelle	nmdc:OmicsProcessing	Terrestrial soil microbial communities - PUUM_007-M-20190109-COMP-DNA1
nmdc:omprc-11-tq0t0r18		nmdc:ProcessedSample	nmdc:procsm-11-fm49qr89	nmdc:DataObject	nmdc:dobj-11-767w7343|nmdc:dobj-11-wqbv6d16	Illumina NextSeq550	PRJNA406974	nmdc:ControlledTermValue		metagenome	nmdc:Study	nmdc:sty-11-34xj1150	Battelle	nmdc:OmicsProcessing	Terrestrial soil microbial communities - OSBS_031-M-20200708-COMP-DNA1
nmdc:omprc-11-tq14qf97		nmdc:ProcessedSample	nmdc:procsm-11-e2mkr985	nmdc:DataObject	nmdc:dobj-11-mtjmk217|nmdc:dobj-11-nbvrqc08	Illumina NextSeq550	PRJNA406974	nmdc:ControlledTermValue		metagenome	nmdc:Study	nmdc:sty-11-34xj1150	Battelle	nmdc:OmicsProcessing	Terrestrial soil microbial communities - UNDE_008-M-20180723-COMP-DNA1
nmdc:omprc-11-tymmbp21		nmdc:ProcessedSample	nmdc:procsm-11-ye974h10	nmdc:DataObject	nmdc:dobj-11-8wx8qh78|nmdc:dobj-11-r29r6p42	Illumina NextSeq550	PRJNA406974	nmdc:ControlledTermValue		metagenome	nmdc:Study	nmdc:sty-11-34xj1150	Battelle	nmdc:OmicsProcessing	Terrestrial soil microbial communities - ONAQ_008-M-20210524-COMP-DNA1
nmdc:omprc-11-tzhehm49		nmdc:ProcessedSample	nmdc:procsm-11-7h24dn20	nmdc:DataObject	nmdc:dobj-11-530ccm22|nmdc:dobj-11-kfg39n72	Illumina NextSeq550	PRJNA406974	nmdc:ControlledTermValue		metagenome	nmdc:Study	nmdc:sty-11-34xj1150	Battelle	nmdc:OmicsProcessing	Terrestrial soil microbial communities - OAES_009-M-20180530-COMP-DNA1
nmdc:omprc-11-v0kkpc37		nmdc:ProcessedSample	nmdc:procsm-11-650drt18	nmdc:DataObject	nmdc:dobj-11-18r0pq45|nmdc:dobj-11-4vf3tr11|nmdc:dobj-11-76qef476|nmdc:dobj-11-avrfag52	Illumina NextSeq550	PRJNA406974	nmdc:ControlledTermValue		metagenome	nmdc:Study	nmdc:sty-11-34xj1150	Battelle	nmdc:OmicsProcessing	Terrestrial soil microbial communities - RMNP_004-O-20170808-COMP-DNA1
nmdc:omprc-11-v0wvat46		nmdc:ProcessedSample	nmdc:procsm-11-hksm1w19	nmdc:DataObject	nmdc:dobj-11-g9422411|nmdc:dobj-11-jddmft87	Illumina NextSeq550	PRJNA406974	nmdc:ControlledTermValue		metagenome	nmdc:Study	nmdc:sty-11-34xj1150	Battelle	nmdc:OmicsProcessing	Terrestrial soil microbial communities - CPER_005-M-20190624-COMP-DNA1
nmdc:omprc-11-v120sa54		nmdc:ProcessedSample	nmdc:procsm-11-18nw9641	nmdc:DataObject	nmdc:dobj-11-8kq0qn36|nmdc:dobj-11-j85fhq81	Illumina NextSeq550	PRJNA406974	nmdc:ControlledTermValue		metagenome	nmdc:Study	nmdc:sty-11-34xj1150	Battelle	nmdc:OmicsProcessing	Terrestrial soil microbial communities - WREF_070-M-20190618-COMP-DNA1
nmdc:omprc-11-v2q3vt56		nmdc:ProcessedSample	nmdc:procsm-11-p3r9cm63	nmdc:DataObject	nmdc:dobj-11-d176ky75|nmdc:dobj-11-v2y83939	Illumina NextSeq550	PRJNA406974	nmdc:ControlledTermValue		metagenome	nmdc:Study	nmdc:sty-11-34xj1150	Battelle	nmdc:OmicsProcessing	Terrestrial soil microbial communities - OSBS_023-O-20170711-COMP-DNA1
nmdc:omprc-11-v2ve0675		nmdc:ProcessedSample	nmdc:procsm-11-b8266326	nmdc:DataObject	nmdc:dobj-11-4pngmy41|nmdc:dobj-11-zxe7am13	Illumina NextSeq550	PRJNA406974	nmdc:ControlledTermValue		metagenome	nmdc:Study	nmdc:sty-11-34xj1150	Battelle	nmdc:OmicsProcessing	Terrestrial soil microbial communities - ONAQ_044-M-20190619-COMP-DNA1
nmdc:omprc-11-v3ac0063		nmdc:ProcessedSample	nmdc:procsm-11-yxxpbt19	nmdc:DataObject	nmdc:dobj-11-81gq4956|nmdc:dobj-11-98sn1n28	Illumina NextSeq550	PRJNA406974	nmdc:ControlledTermValue		metagenome	nmdc:Study	nmdc:sty-11-34xj1150	Battelle	nmdc:OmicsProcessing	Terrestrial soil microbial communities - WREF_003-M-20200716-COMP-DNA1
nmdc:omprc-11-v3k70s23		nmdc:ProcessedSample	nmdc:procsm-11-qps62v42	nmdc:DataObject	nmdc:dobj-11-9evrts40|nmdc:dobj-11-mb6p4t04	Illumina NextSeq550	PRJNA406974	nmdc:ControlledTermValue		metagenome	nmdc:Study	nmdc:sty-11-34xj1150	Battelle	nmdc:OmicsProcessing	Terrestrial soil microbial communities - SJER_001-O-20170314-COMP-DNA1
nmdc:omprc-11-v3m8bk41		nmdc:ProcessedSample	nmdc:procsm-11-1patj807	nmdc:DataObject	nmdc:dobj-11-x0wvpy58|nmdc:dobj-11-y84nn558	Illumina NextSeq550	PRJNA406974	nmdc:ControlledTermValue		metagenome	nmdc:Study	nmdc:sty-11-34xj1150	Battelle	nmdc:OmicsProcessing	Terrestrial soil microbial communities - ONAQ_002-M-20200709-COMP-DNA1
nmdc:omprc-11-v4wy0y48		nmdc:ProcessedSample	nmdc:procsm-11-47pawq08	nmdc:DataObject	nmdc:dobj-11-bm1en424|nmdc:dobj-11-z6c6hx73	Illumina NextSeq550	PRJNA406974	nmdc:ControlledTermValue		metagenome	nmdc:Study	nmdc:sty-11-34xj1150	Battelle	nmdc:OmicsProcessing	Terrestrial soil microbial communities - SCBI_005-M-20200720-COMP-DNA1
nmdc:omprc-11-v5gby737		nmdc:ProcessedSample	nmdc:procsm-11-y1gdg392	nmdc:DataObject	nmdc:dobj-11-bad7s741|nmdc:dobj-11-jcpdcc18	Illumina NextSeq550	PRJNA406974	nmdc:ControlledTermValue		metagenome	nmdc:Study	nmdc:sty-11-34xj1150	Battelle	nmdc:OmicsProcessing	Terrestrial soil microbial communities - ORNL_002-O-20180717-COMP-DNA1
nmdc:omprc-11-v7r28f02		nmdc:ProcessedSample	nmdc:procsm-11-j6zb0669	nmdc:DataObject	nmdc:dobj-11-6427e311|nmdc:dobj-11-8qjpdb30	Illumina NextSeq550	PRJNA406974	nmdc:ControlledTermValue		metagenome	nmdc:Study	nmdc:sty-11-34xj1150	Battelle	nmdc:OmicsProcessing	Terrestrial soil microbial communities - SERC_001-M-20170710-COMP-DNA1
nmdc:omprc-11-vdxzkj27		nmdc:ProcessedSample	nmdc:procsm-11-9g1jbv36	nmdc:DataObject	nmdc:dobj-11-k6wjx572|nmdc:dobj-11-nspa2x33|nmdc:dobj-11-q3nqar50|nmdc:dobj-11-t9dv9q46	Illumina NextSeq550	PRJNA406974	nmdc:ControlledTermValue		metagenome	nmdc:Study	nmdc:sty-11-34xj1150	Battelle	nmdc:OmicsProcessing	Terrestrial soil microbial communities - UKFS_044-M-20170802-COMP-DNA1
nmdc:omprc-11-ve0sw836		nmdc:ProcessedSample	nmdc:procsm-11-ghzpq446	nmdc:DataObject	nmdc:dobj-11-0jhvjz26|nmdc:dobj-11-50ymqk26|nmdc:dobj-11-e7njz439|nmdc:dobj-11-grn2t889	Illumina NextSeq550	PRJNA406974	nmdc:ControlledTermValue		metagenome	nmdc:Study	nmdc:sty-11-34xj1150	Battelle	nmdc:OmicsProcessing	Terrestrial soil microbial communities - CPER_045-M-20170710-COMP-DNA1
nmdc:omprc-11-vekqrr73		nmdc:ProcessedSample	nmdc:procsm-11-yd4bhf02	nmdc:DataObject	nmdc:dobj-11-0zy99d60|nmdc:dobj-11-aggv2c12|nmdc:dobj-11-m6x7k270|nmdc:dobj-11-q6aten93	Illumina NextSeq550	PRJNA406974	nmdc:ControlledTermValue		metagenome	nmdc:Study	nmdc:sty-11-34xj1150	Battelle	nmdc:OmicsProcessing	Terrestrial soil microbial communities - CPER_048-M-20170710-COMP-DNA1
nmdc:omprc-11-vf6sjy72		nmdc:ProcessedSample	nmdc:procsm-11-qa68m656	nmdc:DataObject	nmdc:dobj-11-dtk2e521|nmdc:dobj-11-hx9ng949	Illumina NextSeq550	PRJNA406974	nmdc:ControlledTermValue		metagenome	nmdc:Study	nmdc:sty-11-34xj1150	Battelle	nmdc:OmicsProcessing	Terrestrial soil microbial communities - CPER_003-M-20160720-COMP-DNA1
nmdc:omprc-11-vh1ft029		nmdc:ProcessedSample	nmdc:procsm-11-yyhfzz07	nmdc:DataObject	nmdc:dobj-11-fmecaa75|nmdc:dobj-11-zab9my43	Illumina NextSeq550	PRJNA406974	nmdc:ControlledTermValue		metagenome	nmdc:Study	nmdc:sty-11-34xj1150	Battelle	nmdc:OmicsProcessing	Terrestrial soil microbial communities - ONAQ_044-M-20170629-COMP-DNA1
nmdc:omprc-11-vjmj9p80		nmdc:ProcessedSample	nmdc:procsm-11-wxdb7k69	nmdc:DataObject	nmdc:dobj-11-qzxwvg82|nmdc:dobj-11-zq38t023	Illumina NextSeq550	PRJNA406974	nmdc:ControlledTermValue		metagenome	nmdc:Study	nmdc:sty-11-34xj1150	Battelle	nmdc:OmicsProcessing	Terrestrial soil microbial communities - ONAQ_043-M-20170629-COMP-DNA1
nmdc:omprc-11-vjt38w02		nmdc:ProcessedSample	nmdc:procsm-11-9m6q0g28	nmdc:DataObject	nmdc:dobj-11-m0cvrr33|nmdc:dobj-11-sh7qtk55	Illumina NextSeq550	PRJNA406974	nmdc:ControlledTermValue		metagenome	nmdc:Study	nmdc:sty-11-34xj1150	Battelle	nmdc:OmicsProcessing	Terrestrial soil microbial communities - ONAQ_017-M-20160728-COMP-DNA1
nmdc:omprc-11-vm3j8g16		nmdc:ProcessedSample	nmdc:procsm-11-bhxk5388	nmdc:DataObject	nmdc:dobj-11-71v8wa88|nmdc:dobj-11-gs3ecr03	Illumina NextSeq550	PRJNA406974	nmdc:ControlledTermValue		metagenome	nmdc:Study	nmdc:sty-11-34xj1150	Battelle	nmdc:OmicsProcessing	Terrestrial soil microbial communities - UNDE_038-O-20200804-COMP-DNA1
nmdc:omprc-11-vmxjtq59		nmdc:ProcessedSample	nmdc:procsm-11-d2b67642	nmdc:DataObject	nmdc:dobj-11-6jfzfe33|nmdc:dobj-11-qtpxd442	Illumina NextSeq550	PRJNA406974	nmdc:ControlledTermValue		metagenome	nmdc:Study	nmdc:sty-11-34xj1150	Battelle	nmdc:OmicsProcessing	Terrestrial soil microbial communities - TOOL_001-O-20180807-COMP-DNA1
nmdc:omprc-11-vpssy492		nmdc:ProcessedSample	nmdc:procsm-11-srhzcv08	nmdc:DataObject	nmdc:dobj-11-c2bs8a51|nmdc:dobj-11-pmr43m73	Illumina NextSeq550	PRJNA406974	nmdc:ControlledTermValue		metagenome	nmdc:Study	nmdc:sty-11-34xj1150	Battelle	nmdc:OmicsProcessing	Terrestrial soil microbial communities - UKFS_003-M-20170731-COMP-DNA1
nmdc:omprc-11-vpwfee82		nmdc:ProcessedSample	nmdc:procsm-11-yym21n44	nmdc:DataObject	nmdc:dobj-11-2p0t4x75|nmdc:dobj-11-y6seh627	Illumina NextSeq550	PRJNA406974	nmdc:ControlledTermValue		metagenome	nmdc:Study	nmdc:sty-11-34xj1150	Battelle	nmdc:OmicsProcessing	Terrestrial soil microbial communities - SRER_001-M-20190806-COMP-DNA1
nmdc:omprc-11-vqm98834		nmdc:ProcessedSample	nmdc:procsm-11-7d910c97	nmdc:DataObject	nmdc:dobj-11-h7pw3027|nmdc:dobj-11-t18g9k65	Illumina NextSeq550	PRJNA406974	nmdc:ControlledTermValue		metagenome	nmdc:Study	nmdc:sty-11-34xj1150	Battelle	nmdc:OmicsProcessing	Terrestrial soil microbial communities - WREF_005-O-20200719-COMP-DNA1
nmdc:omprc-11-vr7qtk38		nmdc:ProcessedSample	nmdc:procsm-11-msje6321	nmdc:DataObject	nmdc:dobj-11-v1g74073|nmdc:dobj-11-wwke1c37	Illumina NextSeq550	PRJNA406974	nmdc:ControlledTermValue		metagenome	nmdc:Study	nmdc:sty-11-34xj1150	Battelle	nmdc:OmicsProcessing	Terrestrial soil microbial communities - UNDE_034-M-20160811-COMP-DNA1
nmdc:omprc-11-vtg6c957		nmdc:ProcessedSample	nmdc:procsm-11-tw14cw54	nmdc:DataObject	nmdc:dobj-11-b33ebj95|nmdc:dobj-11-hzz30733|nmdc:dobj-11-nx0hdj11|nmdc:dobj-11-yr5j1v30	Illumina NextSeq550	PRJNA406974	nmdc:ControlledTermValue		metagenome	nmdc:Study	nmdc:sty-11-34xj1150	Battelle	nmdc:OmicsProcessing	Terrestrial soil microbial communities - RMNP_044-O-20170807-COMP-DNA1
nmdc:omprc-11-vtxqmb44		nmdc:ProcessedSample	nmdc:procsm-11-dmj9hr51	nmdc:DataObject	nmdc:dobj-11-acbn5922|nmdc:dobj-11-w87ebd47	Illumina NextSeq550	PRJNA406974	nmdc:ControlledTermValue		metagenome	nmdc:Study	nmdc:sty-11-34xj1150	Battelle	nmdc:OmicsProcessing	Terrestrial soil microbial communities - OSBS_027-M-20170711-COMP-DNA1
nmdc:omprc-11-vy3ypb55		nmdc:ProcessedSample	nmdc:procsm-11-3sdrcy88	nmdc:DataObject	nmdc:dobj-11-2kd2g550|nmdc:dobj-11-jmygqa31|nmdc:dobj-11-pq5bqz77|nmdc:dobj-11-ygsnsw13	Illumina NextSeq550	PRJNA406974	nmdc:ControlledTermValue		metagenome	nmdc:Study	nmdc:sty-11-34xj1150	Battelle	nmdc:OmicsProcessing	Terrestrial soil microbial communities - TOOL_001-O-20170721-COMP-DNA1
nmdc:omprc-11-vy4fgz48		nmdc:ProcessedSample	nmdc:procsm-11-ph19w973	nmdc:DataObject	nmdc:dobj-11-5jd1dn03|nmdc:dobj-11-9zqe3e81	Illumina NextSeq550	PRJNA406974	nmdc:ControlledTermValue		metagenome	nmdc:Study	nmdc:sty-11-34xj1150	Battelle	nmdc:OmicsProcessing	Terrestrial soil microbial communities - SJER_003-M-20190311-COMP-DNA1
nmdc:omprc-11-w03fjn87		nmdc:ProcessedSample	nmdc:procsm-11-qknsxq42	nmdc:DataObject	nmdc:dobj-11-0ebbxv61|nmdc:dobj-11-k10khb10	Illumina NextSeq550	PRJNA406974	nmdc:ControlledTermValue		metagenome	nmdc:Study	nmdc:sty-11-34xj1150	Battelle	nmdc:OmicsProcessing	Terrestrial soil microbial communities - ONAQ_041-M-20180530-COMP-DNA1
nmdc:omprc-11-w17x7h55		nmdc:ProcessedSample	nmdc:procsm-11-zmhfsa56	nmdc:DataObject	nmdc:dobj-11-j2p4eq73|nmdc:dobj-11-x3qyer34	Illumina NextSeq550	PRJNA406974	nmdc:ControlledTermValue		metagenome	nmdc:Study	nmdc:sty-11-34xj1150	Battelle	nmdc:OmicsProcessing	Terrestrial soil microbial communities - TOOL_043-O-20180806-COMP-DNA1
nmdc:omprc-11-w2kzca96		nmdc:ProcessedSample	nmdc:procsm-11-f7wasq07	nmdc:DataObject	nmdc:dobj-11-hw9b5927|nmdc:dobj-11-wh7hjc88	Illumina NextSeq550	PRJNA406974	nmdc:ControlledTermValue		metagenome	nmdc:Study	nmdc:sty-11-34xj1150	Battelle	nmdc:OmicsProcessing	Terrestrial soil microbial communities - TREE_004-O-20200708-COMP-DNA1
nmdc:omprc-11-w2p4nc76		nmdc:ProcessedSample	nmdc:procsm-11-44e5ds31	nmdc:DataObject	nmdc:dobj-11-7qm57294|nmdc:dobj-11-g0yw3967	Illumina NextSeq550	PRJNA406974	nmdc:ControlledTermValue		metagenome	nmdc:Study	nmdc:sty-11-34xj1150	Battelle	nmdc:OmicsProcessing	Terrestrial soil microbial communities - CPER_002-M-20180702-COMP-DNA1
nmdc:omprc-11-w3fsh287		nmdc:ProcessedSample	nmdc:procsm-11-ha67d969	nmdc:DataObject	nmdc:dobj-11-eggcvs27|nmdc:dobj-11-zckrhh82	Illumina NextSeq550	PRJNA406974	nmdc:ControlledTermValue		metagenome	nmdc:Study	nmdc:sty-11-34xj1150	Battelle	nmdc:OmicsProcessing	Terrestrial soil microbial communities - STEI_060-M-20160726-COMP-DNA1
nmdc:omprc-11-w3j9m619		nmdc:ProcessedSample	nmdc:procsm-11-tb6bn462	nmdc:DataObject	nmdc:dobj-11-761xak94|nmdc:dobj-11-rgz32077	Illumina NextSeq550	PRJNA406974	nmdc:ControlledTermValue		metagenome	nmdc:Study	nmdc:sty-11-34xj1150	Battelle	nmdc:OmicsProcessing	Terrestrial soil microbial communities - UNDE_044-O-20190717-COMP-DNA1
nmdc:omprc-11-w4qa6g65		nmdc:ProcessedSample	nmdc:procsm-11-wv393039	nmdc:DataObject	nmdc:dobj-11-4ap38d31|nmdc:dobj-11-h7tmjn36	Illumina NextSeq550	PRJNA406974	nmdc:ControlledTermValue		metagenome	nmdc:Study	nmdc:sty-11-34xj1150	Battelle	nmdc:OmicsProcessing	Terrestrial soil microbial communities - UNDE_027-M-20160803-COMP-DNA1
nmdc:omprc-11-w5b60h38		nmdc:ProcessedSample	nmdc:procsm-11-1ngns802	nmdc:DataObject	nmdc:dobj-11-5sfe8750|nmdc:dobj-11-ptkzq930	Illumina NextSeq550	PRJNA406974	nmdc:ControlledTermValue		metagenome	nmdc:Study	nmdc:sty-11-34xj1150	Battelle	nmdc:OmicsProcessing	Terrestrial soil microbial communities - HEAL_025-O-20170726-COMP-DNA1
nmdc:omprc-11-w5z0gt42		nmdc:ProcessedSample	nmdc:procsm-11-2hg20a23	nmdc:DataObject	nmdc:dobj-11-m7bbp187|nmdc:dobj-11-mx1ted72	Illumina NextSeq550	PRJNA406974	nmdc:ControlledTermValue		metagenome	nmdc:Study	nmdc:sty-11-34xj1150	Battelle	nmdc:OmicsProcessing	Terrestrial soil microbial communities - ORNL_006-M-20190610-COMP-DNA1
nmdc:omprc-11-w61kh740		nmdc:ProcessedSample	nmdc:procsm-11-8s9p7796	nmdc:DataObject	nmdc:dobj-11-4jmrt217|nmdc:dobj-11-rw0cme03	Illumina NextSeq550	PRJNA406974	nmdc:ControlledTermValue		metagenome	nmdc:Study	nmdc:sty-11-34xj1150	Battelle	nmdc:OmicsProcessing	Terrestrial soil microbial communities - TALL_007-M-20170612-COMP-DNA1
nmdc:omprc-11-w73kkj02		nmdc:ProcessedSample	nmdc:procsm-11-eyjfzp89	nmdc:DataObject	nmdc:dobj-11-44dpgy24|nmdc:dobj-11-ykzv0t68	Illumina NextSeq550	PRJNA406974	nmdc:ControlledTermValue		metagenome	nmdc:Study	nmdc:sty-11-34xj1150	Battelle	nmdc:OmicsProcessing	Terrestrial soil microbial communities - ORNL_027-O-20170624-COMP-DNA1
nmdc:omprc-11-w7xhe809		nmdc:ProcessedSample	nmdc:procsm-11-ca7g8694	nmdc:DataObject	nmdc:dobj-11-3a17xx59|nmdc:dobj-11-wxbcb151	Illumina NextSeq550	PRJNA406974	nmdc:ControlledTermValue		metagenome	nmdc:Study	nmdc:sty-11-34xj1150	Battelle	nmdc:OmicsProcessing	Terrestrial soil microbial communities - CPER_004-M-20180702-COMP-DNA1
nmdc:omprc-11-w7xxkd92		nmdc:ProcessedSample	nmdc:procsm-11-fng1gm80	nmdc:DataObject	nmdc:dobj-11-9y78b451|nmdc:dobj-11-hfcshx47	Illumina NextSeq550	PRJNA406974	nmdc:ControlledTermValue		metagenome	nmdc:Study	nmdc:sty-11-34xj1150	Battelle	nmdc:OmicsProcessing	Terrestrial soil microbial communities - CPER_003-M-20210628-COMP-DNA1
nmdc:omprc-11-w856ax22		nmdc:ProcessedSample	nmdc:procsm-11-nps2c769	nmdc:DataObject	nmdc:dobj-11-jj677q77|nmdc:dobj-11-q6xd1n11	Illumina NextSeq550	PRJNA406974	nmdc:ControlledTermValue		metagenome	nmdc:Study	nmdc:sty-11-34xj1150	Battelle	nmdc:OmicsProcessing	Terrestrial soil microbial communities - SRER_006-M-20190806-COMP-DNA1
nmdc:omprc-11-w9n96q08		nmdc:ProcessedSample	nmdc:procsm-11-skgn5f44	nmdc:DataObject	nmdc:dobj-11-45stqa73|nmdc:dobj-11-wcjy2335	Illumina NextSeq550	PRJNA406974	nmdc:ControlledTermValue		metagenome	nmdc:Study	nmdc:sty-11-34xj1150	Battelle	nmdc:OmicsProcessing	Terrestrial soil microbial communities - PUUM_004-M-20210106-COMP-DNA1
nmdc:omprc-11-wb44ve09		nmdc:ProcessedSample	nmdc:procsm-11-zkkmtr10	nmdc:DataObject	nmdc:dobj-11-dq8qgt92|nmdc:dobj-11-pa5y1w33	Illumina NextSeq550	PRJNA406974	nmdc:ControlledTermValue		metagenome	nmdc:Study	nmdc:sty-11-34xj1150	Battelle	nmdc:OmicsProcessing	Terrestrial soil microbial communities - SCBI_049-M-20190730-COMP-DNA1
nmdc:omprc-11-wdvzpv95		nmdc:ProcessedSample	nmdc:procsm-11-9kj05b75	nmdc:DataObject	nmdc:dobj-11-8gn1m365|nmdc:dobj-11-ayaws982	Illumina NextSeq550	PRJNA406974	nmdc:ControlledTermValue		metagenome	nmdc:Study	nmdc:sty-11-34xj1150	Battelle	nmdc:OmicsProcessing	Terrestrial soil microbial communities - SRER_004-M-20170815-COMP-DNA1
nmdc:omprc-11-wezrvx68		nmdc:ProcessedSample	nmdc:procsm-11-9j0t4t04	nmdc:DataObject	nmdc:dobj-11-n5t8m456|nmdc:dobj-11-y93r5x91	Illumina HiSeq	PRJNA406974	nmdc:ControlledTermValue		metagenome	nmdc:Study	nmdc:sty-11-34xj1150	ANL	nmdc:OmicsProcessing	Terrestrial soil microbial communities - SCBI_012-M-20140915-COMP-DNA1
nmdc:omprc-11-wh2byy69		nmdc:ProcessedSample	nmdc:procsm-11-fbc18d57	nmdc:DataObject	nmdc:dobj-11-7dyg6880|nmdc:dobj-11-dwxf6851	Illumina NextSeq550	PRJNA406974	nmdc:ControlledTermValue		metagenome	nmdc:Study	nmdc:sty-11-34xj1150	Battelle	nmdc:OmicsProcessing	Terrestrial soil microbial communities - UNDE_003-O-20170802-COMP-DNA1
nmdc:omprc-11-wh2egw60		nmdc:ProcessedSample	nmdc:procsm-11-snxhtm06	nmdc:DataObject	nmdc:dobj-11-c51r7230|nmdc:dobj-11-khmz5334	Illumina NextSeq550	PRJNA406974	nmdc:ControlledTermValue		metagenome	nmdc:Study	nmdc:sty-11-34xj1150	Battelle	nmdc:OmicsProcessing	Terrestrial soil microbial communities - UKFS_044-M-20160718-COMP-DNA1
nmdc:omprc-11-wjmt2692		nmdc:ProcessedSample	nmdc:procsm-11-k9ascv60	nmdc:DataObject	nmdc:dobj-11-qn19bw30|nmdc:dobj-11-qtgzvc63	Illumina NextSeq550	PRJNA406974	nmdc:ControlledTermValue		metagenome	nmdc:Study	nmdc:sty-11-34xj1150	Battelle	nmdc:OmicsProcessing	Terrestrial soil microbial communities - OAES_007-M-20180530-COMP-DNA1
nmdc:omprc-11-wkbxcc64		nmdc:ProcessedSample	nmdc:procsm-11-6qecft21	nmdc:DataObject	nmdc:dobj-11-33bbq546|nmdc:dobj-11-s2708k56	Illumina HiSeq	PRJNA406974	nmdc:ControlledTermValue		metagenome	nmdc:Study	nmdc:sty-11-34xj1150	ANL	nmdc:OmicsProcessing	Terrestrial soil microbial communities - OSBS_004-M-20131112-COMP-DNA1
nmdc:omprc-11-wprek663		nmdc:ProcessedSample	nmdc:procsm-11-e0f9ew46	nmdc:DataObject	nmdc:dobj-11-8vgvsf10|nmdc:dobj-11-vm1htp70	Illumina NextSeq550	PRJNA406974	nmdc:ControlledTermValue		metagenome	nmdc:Study	nmdc:sty-11-34xj1150	Battelle	nmdc:OmicsProcessing	Terrestrial soil microbial communities - DCFS_063-M-20190724-COMP-DNA1
nmdc:omprc-11-ws00c507		nmdc:ProcessedSample	nmdc:procsm-11-anrpfb16	nmdc:DataObject	nmdc:dobj-11-dtcsqj58|nmdc:dobj-11-e4z1dy90	Illumina HiSeq	PRJNA406974	nmdc:ControlledTermValue		metagenome	nmdc:Study	nmdc:sty-11-34xj1150	ANL	nmdc:OmicsProcessing	Terrestrial soil microbial communities - WOOD_002-M-20140702-COMP-DNA1
nmdc:omprc-11-wsbgzq11		nmdc:ProcessedSample	nmdc:procsm-11-mqbgks78	nmdc:DataObject	nmdc:dobj-11-5fbkm013|nmdc:dobj-11-stk2tg72	Illumina NextSeq550	PRJNA406974	nmdc:ControlledTermValue		metagenome	nmdc:Study	nmdc:sty-11-34xj1150	Battelle	nmdc:OmicsProcessing	Terrestrial soil microbial communities - HEAL_011-O-20170726-COMP-DNA1
nmdc:omprc-11-wt8gkv98		nmdc:ProcessedSample	nmdc:procsm-11-8wyd1f82	nmdc:DataObject	nmdc:dobj-11-dt2bg766|nmdc:dobj-11-zegczg02	Illumina NextSeq550	PRJNA406974	nmdc:ControlledTermValue		metagenome	nmdc:Study	nmdc:sty-11-34xj1150	Battelle	nmdc:OmicsProcessing	Terrestrial soil microbial communities - PUUM_031-O-20210104-COMP-DNA1
nmdc:omprc-11-wwewp078		nmdc:ProcessedSample	nmdc:procsm-11-k14qdc56	nmdc:DataObject	nmdc:dobj-11-nq9m9g24|nmdc:dobj-11-rsj46316	Illumina NextSeq550	PRJNA406974	nmdc:ControlledTermValue		metagenome	nmdc:Study	nmdc:sty-11-34xj1150	Battelle	nmdc:OmicsProcessing	Terrestrial soil microbial communities - TALL_003-M-20160823-COMP-DNA1
nmdc:omprc-11-wxtn6856		nmdc:ProcessedSample	nmdc:procsm-11-pm5t0487	nmdc:DataObject	nmdc:dobj-11-c9mnag73|nmdc:dobj-11-g7qc7k92	Illumina HiSeq	PRJNA406974	nmdc:ControlledTermValue		metagenome	nmdc:Study	nmdc:sty-11-34xj1150	ANL	nmdc:OmicsProcessing	Terrestrial soil microbial communities - OSBS_004-M-20130726-COMP-DNA1
nmdc:omprc-11-wzptmt21		nmdc:ProcessedSample	nmdc:procsm-11-saf0mm62	nmdc:DataObject	nmdc:dobj-11-g5z9cy48|nmdc:dobj-11-kfca7820	Illumina NextSeq550	PRJNA406974	nmdc:ControlledTermValue		metagenome	nmdc:Study	nmdc:sty-11-34xj1150	Battelle	nmdc:OmicsProcessing	Terrestrial soil microbial communities - WREF_071-O-20190617-COMP-DNA1
